"","MEIS3P2","STEAP1","ADRA2B","SNORD116-11","VPS25","STAU2-AS1","AC008532.1","ACE2","AC106827.1","HMGB1P4","COX19","FEV","NIPAL3","WAC-AS1","DLGAP2","AL592164.1","GRIN2A","NAA35","AP1AR","NOL11","VN1R1","HIST2H2BE","AL158801.4","AC012443.2","AC079210.1","Y_RNA.45","LINC00926","MRPL32","DUX4L34","DDX19B","BCAR1","PPIAP41","SNORA70B","ARHGAP11B","RPL5P24","HGSNAT","GCGR","AC087203.3","SLC27A1","PPIAP29","CYB5D2","AC103982.1","AC027228.3","CASC3","DHH","PNKD","TIAM2","LINC01775","ATF3","MEF2B","CYTH3","AL021707.7","AC099568.2","MAB21L2","CYP2E1","SH3RF2","AK6","SDR42E1","AL137186.2","TRAPPC9","FAM182B","GAS6-AS1","PPAT","SLC7A3","FTH1P16","NIPAL2","AC068587.4","ACADVL","AC211485.1","TNPO2","ATIC","SLC10A7","KHDRBS2","SLC25A36","UNGP3","BICDL1","ATP4B","EFCAB11","GALNT14","RNU6-1165P","GPR155","IER3","AC004835.1","HSPA8P9","AC008659.1","RELA-DT","AC026356.2","DDX18P5","AC016747.1","AC239600.1","AC113414.1","SNORD14","COL4A4","SPDYC","AC026904.2","LDHBP2","B9D2","DNM3","KCNK15","AC006130.3","AC091117.2","CATSPER2P1","Y_RNA.148","PCDHA7","AC244090.1","IMPA1","AP000867.4","AC105460.2","MIR221","CBX3P4","ZMPSTE24","BBS5","BANF1","AL606490.2","VASP","AC010894.3","NAPB","LINC02185","AC002306.1","FAM155A","LINC00707","AL139156.3","FOSB","BX293535.1","MTCO1P19","LINC01640","CHAF1A","ACRBP","AL031658.1","CMKLR1","KIF4B","NACA3P","PRDX2","BLOC1S5-TXNDC5","AC102953.2","RBM33","SCN9A","TOMM70","XKR8","ACADSB","AC233266.2","ZNHIT3","SLC35B3","EPG5","AC010197.1","RN7SL237P","PFN4","AC091959.2","GM2A","AC004147.2","AL136295.5","MYOZ3","NLRP14","METTL18","KRT8P17","NFE2L2","CILP","C3orf52","AC008537.3","RASGRF2","TESC","RAB11FIP1P1","BMS1P8","DVL2","AC073592.7","ACADS","SCARNA21B","AC018697.1","ST8SIA5","SPR","AC005162.3","GPX2","AL049840.3","ERVH48-1","ASB13","RHCE","MAPKAPK5-AS1","GLIPR1L2","AP003396.3","AL356020.1","AC245140.2","ZNF670-ZNF695","RPS18P9","LINC00659","SH3PXD2A-AS1","NIBAN3","YBX1","TCP1","LINC01565","TADA2A","PAM","EOGT","ALMS1P1","MAML3","CDAN1","AC009879.3","MAPT","AC018557.2","UBXN7","ATP5PD","DHRS12","AC232271.1","AC078883.2","AC090578.3","AC024940.1","SETP9","AC037459.4","AC146949.1","KCNJ14","NAP1L5","AL136169.1","TASOR2","RPL21P65","AL355355.1","AL078645.2","HIST1H2AM","PLCL2","EEF2","ATF7IP","RIOK2","AC253536.1","CD52","AL731533.2","YEATS2","TMEM92","ABRAXAS2","ADAMTS5","GAPDHP67","PCDH11X","RNU6-5P","ZMYM3","EXTL1","PPIL6","MIR128-1","AL157893.2","ATP5MC2","DGLUCY","FAM86C1","SNORD121A","AL035530.2","LINC01090","GLB1L","AMPH","AL355388.3","AC011442.1","AC239809.3","AC087283.1","TMEM50B","AC073610.1","AC025569.1","AC015983.2","CDC42P4","NAT10","ACP5","HPF1","AXL","RPL35AP32","GINS4","DHX16","PHBP7","AC073655.2","HCK","CACNG8","MATN4","AC007731.1","AGAP6","MTMR2","RNU2-59P","NPTX2","LINC02428","SETSIP","AC139795.2","AC091959.3","AC073320.1","AC040975.1","UBL5","AL162258.2","OAT","AC007000.1","MCUR1P1","NGLY1","PPP1R3F","AP003043.1","AC090515.2","RTL4","RNVU1-3","KLHL32","DRD2","AC026689.1","AC093010.2","MYL10","LRRC56","SHLD2P3","DLGAP1-AS4","APOLD1","KRT18P9","AC010624.3","AC096720.2","AC068831.6","TEX12","AP003040.1","ESCO2","Z80897.1","Y_RNA.170","OR52H2P","AP1S1","DLK1","AC104115.1","PHBP21","AC010200.1","CDC42EP1","TNMD","OTUB1","UCK1","AL591845.1","ZNF600","AC090061.1","AC008080.2","AC005400.1","MTRNR2L6","MYO1E","CPNE7","RWDD4P1","L3MBTL2","AL109933.5","RCSD1","AC010186.3","UBAC2","AL121835.1","AC092437.1","RAB37","AC087667.1","AC126175.2","LINC02363","RASSF10-DT","SARS","ATXN2L","SNORD42","AFMID","AC026786.2","OR2A20P","RNU6-824P","S100A16","RNU6ATAC29P","LRRC1","PROK2","GDF11","AC104118.1","SULT1C4","AC105233.5","TCEAL1","AL139240.1","COPZ1","LRTM1","AC009567.1","DENND5A","AC068722.1","TRGV2","CNOT10","AC012173.1","CCT3","OPA3","LINC02731","APELA","XKR9","INCA1","AC005692.2","MIR8066","C5orf56","WFDC3","ISG20L2","RNU6-197P","AL591030.1","TERF1P3","AC022400.1","AC007277.1","CRY2","PHOSPHO1","DMAP1","AL683807.1","ZNF836","AC005288.1","MLLT10","TENM3","ACTRT3","HS1BP3","DOC2A","WDR11","TLE2","HSD17B1","NT5C3B","AL109811.1","MIR635","PRR14L","CPNE1","AC025171.2","AC124944.2","NR2E3","ZNF707","AL157688.1","ASNS","TRIM74","KNOP1P4","TFAP2E","RN7SL764P","CHKB","AC135803.1","TCEAL5","BECN1","AL031770.1","ADH6","CKS2","ATP5MF-PTCD1","AP001020.3","ETV7","CMIP","C8orf33","CDKN2AIP","AL365226.1","RNF40","WT1-AS","LINC02301","MROH8","DDIT4","LRP11","TRBC1","RAB39A","PDLIM5","AC087749.1","AC010301.1","OIP5-AS1","SYNJ2BP","RELCH","SEC62","AC008417.1","RNU6-807P","AL606534.2","WEE2-AS1","HSPA8","ZBTB44","C19orf85","AC098591.1","AC010719.1","MZB1","BCL9L","B3GAT3P1","AC080112.3","EIF5AP4","AL136040.2","AL137918.1","ZNF549","PDCD5P1","AL033527.2","ERC1","FBXW11","SYNE1","RNF220","RASL10B","SSB","XPNPEP2","XPNPEP1","TXNDC5","RUNX1","Y_RNA.52","CHST2","DDR2","AC013553.2","CRNDE","Y_RNA.180","Y_RNA.121","RNU7-151P","PTRH1","LINC00618","APOA2","LINC01852","AC068282.1","LINC00630","GRN","AC007391.3","AC005020.2","AC055807.1","AC091393.1","SPRED1","KRT23","AC138956.1","TMEM254","LINC00458","OGFR","NUP153","ADGRL4","SNRPCP17","AC133106.1","HNRNPKP4","OGDHL","PLAA","AC026333.4","MTND5P12","PPARGC1B","IGSF9B","NUDT8","classification"
"21241_6_104",0,0,0,0,3.93182563272433,0,0,0,0,0,2.484906649788,0,0,0,0,0,3.66356164612965,0,2.30258509299405,4.0943445622221,0,1.6094379124341,0,0,0,0,0,4.88280192258637,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,0,0,0,3.49650756146648,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,0,3.97029191355212,4.26267987704132,0,0,2.89037175789616,3.8286413964891,0,0,5.30826769740121,0,0,0,0,0,0,0,0,0,3.17805383034795,4.81218435537242,0,0,0,0,0,0,0,0,3.17805383034795,0,0,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,4.24849524204936,0,0,0,0,5.6021188208797,0,4.00733318523247,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,1.09861228866811,3.04452243772342,0,0,1.09861228866811,0,3.80666248977032,0,3.97029191355212,0,4.86753445045558,0,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,4.81218435537242,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,3.78418963391826,6.21860011969173,0,0,0,4.07753744390572,0,2.07944154167984,0,0,0,0,3.66356164612965,3.3322045101752,2.484906649788,0,0,0,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,3.87120101090789,2.70805020110221,3.89182029811063,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,3.52636052461616,0,1.09861228866811,0,0,0,0,0,0,0,0,0,4.21950770517611,0,0,0,0,4.11087386417331,0,3.73766961828337,0,0,3.76120011569356,0,0,0,0,0,0,0,0,4.06044301054642,0,1.09861228866811,0,0,0,0,0,0,2.39789527279837,0,5.12396397940326,0,0,3.95124371858143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0,0,4.07753744390572,4.4188406077966,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,3.68887945411394,0,0,0,0,0,0,0,4.77912349311153,2.19722457733622,0,0,0,0,0,0,0,4.02535169073515,0,0,0,0,0,0,0,4.90527477843843,0,0,4.18965474202643,0,0,4.31748811353631,0,5.95842469302978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,4.14313472639153,4.74493212836325,0,0,0,0,2.30258509299405,0,3.25809653802148,0,0,2.484906649788,4.04305126783455,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,3.61091791264422,0,0,0,0,4.51085950651685,0,0,3.52636052461616,0,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,3.2188758248682,0,0,0,0,7.77695440332244,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,2.63905732961526,0,4.77912349311153,0,3.63758615972639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73766961828337,0,0,0,0,0,0,0,3.95124371858143,2.484906649788,0,0,0,0,0,0,0,4.53259949315326,0,0,0,0,0,"2"
"21241_6_117",0,0,0,0,3.71357206670431,0,0,2.70805020110221,0,0,0.693147180559945,0,0,1.38629436111989,0,0,0,4.59511985013459,0,4.8283137373023,0,3.66356164612965,0,0,0,0,0,3.68887945411394,0,0.693147180559945,0,0,0,0,0,3.04452243772342,0,0,0,2.07944154167984,0,0,0,2.70805020110221,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,5.57594910314632,0,0,0,0,0,4.90527477843843,0,0,0,1.09861228866811,3.25809653802148,0,0,5.39816270151775,2.56494935746154,0,4.24849524204936,0,0,0,0,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1.09861228866811,4.24849524204936,1.09861228866811,0,0,0,4.58496747867057,0,4.66343909411207,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341,0,0,0,0,0,3.17805383034795,0,0,0,0,0.693147180559945,3.25809653802148,0,0,4.57471097850338,0,3.55534806148941,0,0,0,0,0,0,0,0,0,3.3322045101752,0,5.62040086571715,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,0,0,0,2.19722457733622,0,0,0,0,0,0,0,0,0,3.3322045101752,6.12468339089421,0,0,4.59511985013459,3.52636052461616,0,0,0,0,0,0,4.34380542185368,4.11087386417331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,2.19722457733622,3.13549421592915,0,0,0,0,1.79175946922805,3.95124371858143,0,0,1.6094379124341,0,0,0,0,0,0,4.71849887129509,2.07944154167984,0,0,0,0,0,2.83321334405622,0,0,0,0,3.3322045101752,0,0,0,0,0,0,3.13549421592915,3.76120011569356,0,0,0,0,0,0,0,0,0,0,4.70953020131233,0,0.693147180559945,0,0,0,0,0,0,4.29045944114839,0,5.29330482472449,0,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,1.79175946922805,0,4.33073334028633,4.17438726989564,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,5.08759633523238,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,5.17048399503815,0,0,0,0,0,0,0,5.46806014113513,1.79175946922805,0,0,0,0,0,0,0,0,4.20469261939097,0,1.79175946922805,0,0,0,0,0,3.3322045101752,0,0,0,1.6094379124341,4.38202663467388,0,0,0,0,0,0,2.484906649788,0,0,0,4.43081679884331,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342,0,0,5.52146091786225,0,0,0,0,5.05624580534831,0,0,0,0,0,0,0,0,0,0,4.77912349311153,0,0,4.56434819146784,0.693147180559945,0,3.61091791264422,0,0,0,0,8.28626945278307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07944154167984,3.04452243772342,0,0,0,4.97673374242057,0,1.6094379124341,0,3.93182563272433,0,0,0,0,3.09104245335832,0,0,0,0,0,0,0,0,3.93182563272433,2.94443897916644,0,0,0,0,0.693147180559945,0,0,0,1.79175946922805,0,3.98898404656427,0,0,0,0,0,3.04452243772342,0,0,0,0,0,"2"
"21241_6_122",0,0,0,0,3.2188758248682,0,1.38629436111989,0,0,0,2.484906649788,0,1.38629436111989,1.79175946922805,0,0,0,4.38202663467388,3.71357206670431,3.73766961828337,0,0,0,0,0,0,0,4.84418708645859,0,2.484906649788,1.38629436111989,0,0,0,0,1.94591014905531,0,0,0,1.94591014905531,0,0,0,2.89037175789616,0,1.79175946922805,1.09861228866811,0,3.80666248977032,0,0,0,0,0,0,0,3.3322045101752,0,0,1.38629436111989,0,0,4.35670882668959,5.11198778835654,0,0,1.38629436111989,3.73766961828337,0,1.38629436111989,4.70048036579242,1.94591014905531,0.693147180559945,3.85014760171006,0,2.56494935746154,0,1.79175946922805,0,0,0,4.54329478227,0,0,0,1.6094379124341,0,0,2.07944154167984,0,0.693147180559945,0,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,0,0,0,4.72738781871234,0.693147180559945,0,0,0,4.64439089914137,0,4.04305126783455,0,2.89037175789616,0,0,0,0,0,0,0,0,0,0,0,2.30258509299405,0,0,0,0,1.09861228866811,4.40671924726425,0,0,1.09861228866811,0,0,0,3.43398720448515,0,3.8286413964891,0,1.6094379124341,0,0,0,0,0,0,0,0,0,1.94591014905531,0,4.87519732320115,0,0,0,0,0,0,0,3.04452243772342,0,2.07944154167984,0,0,0,1.6094379124341,0,0,0,2.94443897916644,2.07944154167984,0,2.30258509299405,0,0,0,0,0.693147180559945,0,0,0,0,2.83321334405622,5.64190707093811,0,1.09861228866811,3.95124371858143,3.97029191355212,0,0,2.39789527279837,0,0,0,3.95124371858143,4.04305126783455,1.38629436111989,2.83321334405622,0,0,0,0,0,0,0,3.13549421592915,0,1.38629436111989,0,0,0,1.09861228866811,0,3.73766961828337,4.24849524204936,4.12713438504509,0,0,0,2.94443897916644,0,2.30258509299405,0,0,2.94443897916644,0,1.94591014905531,0,1.38629436111989,0,0,4.0943445622221,0,2.19722457733622,0,0,0,0,0,0,0,0,0,3.61091791264422,0,0,0,0,3.71357206670431,0,3.40119738166216,2.56494935746154,0,1.79175946922805,2.19722457733622,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0,0,0,0,0,3.2188758248682,0,5.59471137960184,0,0,3.97029191355212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2188758248682,0,0,0,1.09861228866811,0,0,0,0,0,0,3.8286413964891,0,0,2.63905732961526,0,0,0,0,3.46573590279973,0,0,2.99573227355399,0,0,0,3.17805383034795,0,0,0,0,0,0,0.693147180559945,4.66343909411207,2.30258509299405,0,2.30258509299405,0,0,0,1.94591014905531,0,0,0,0,0,0,0,2.30258509299405,0,3.36729582998647,0,0,3.97029191355212,0,0,4.75359019110636,0,5.59842195899838,1.79175946922805,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,3.3322045101752,3.55534806148941,0,2.30258509299405,0,0,1.94591014905531,0,3.98898404656427,0,0,1.79175946922805,4.35670882668959,0,0,0,1.6094379124341,0,0,0,0,0,0,0.693147180559945,0,0,3.09104245335832,0,0,4.86753445045558,0,0,0,0,3.29583686600433,0,0,2.484906649788,0,0,2.07944154167984,0,0,0,0,5.37989735354046,0,0,4.27666611901606,2.30258509299405,3.36729582998647,4.55387689160054,0,0,0,0,7.82763954636642,3.13549421592915,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0,0.693147180559945,3.95124371858143,3.61091791264422,2.30258509299405,1.79175946922805,0,4.65396035015752,0,3.78418963391826,0.693147180559945,3.09104245335832,0,0,0,0,2.19722457733622,0,0,0,0,0,0.693147180559945,0,0,0,3.93182563272433,0,0,0,0,1.94591014905531,0,0,3.3322045101752,0,0,3.95124371858143,0,0,0,0,0,3.93182563272433,0,0,0,0,0,"2"
"21241_6_131",0,0,0,0,3.43398720448515,0,0,0,0,0,2.07944154167984,0,0,3.13549421592915,0,0,0,2.63905732961526,4.68213122712422,3.58351893845611,0,0,0,0,0,0,0,4.26267987704132,0,2.07944154167984,3.2188758248682,0,0,0,0,3.76120011569356,0,0,0,2.07944154167984,0,0,0,4.70048036579242,0,2.89037175789616,0,0,4.38202663467388,0,0,0,0,0,0,0,4.04305126783455,0,0,0,0,0,4.44265125649032,4.18965474202643,0,0,0,3.3322045101752,0,0,5.18178355029209,0,0,5.02388052084628,0,0,0,0,2.70805020110221,0,0,3.80666248977032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77258872223978,0.693147180559945,0,0,0,2.63905732961526,0,4.84418708645859,0,2.94443897916644,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.38629436111989,3.58351893845611,0,0,0,0,1.94591014905531,3.36729582998647,0,0,2.07944154167984,0,0,0,0,0,0,2.19722457733622,0,0,0.693147180559945,0,0,0,5.23644196282995,0,0,0,0,1.94591014905531,0,0,3.71357206670431,0,2.56494935746154,0,0,0,2.39789527279837,0,0,0,0,2.77258872223978,0,2.63905732961526,0,0,0,0,0,0,0,0,0,4.18965474202643,6.33150184989369,0,1.38629436111989,1.94591014905531,3.46573590279973,0,2.07944154167984,0,0,0,0,3.97029191355212,3.73766961828337,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1.6094379124341,0,4.79579054559674,5.3890717298165,5.06259503302697,0,0,0,2.89037175789616,0,4.36944785246702,0,0,0,0,3.04452243772342,0,0.693147180559945,0,0,4.60517018598809,2.99573227355399,0,0,0,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,4.04305126783455,0,3.91202300542815,2.89037175789616,0,3.58351893845611,3.13549421592915,0,0,0,0,0,0,0,4.26267987704132,0,0,0,0,0,0,0,0,3.58351893845611,0,3.89182029811063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38202663467388,0,0,0,1.94591014905531,0.693147180559945,0,0,0,3.25809653802148,0,3.91202300542815,4.56434819146784,0,0,0,0,0,0,0,0,0,2.70805020110221,0,0,0,4.20469261939097,0,0,0,0,0,0,0,3.36729582998647,3.2188758248682,0,2.77258872223978,0,0,0,1.6094379124341,0,0,0,0,0,0,0,0,0,5.23644196282995,0,0,3.71357206670431,0,0,4.76217393479776,0,6.05443934626937,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,2.89037175789616,0,0,0,2.19722457733622,4.38202663467388,0,2.89037175789616,0,3.87120101090789,1.6094379124341,0,4.30406509320417,0,0,2.77258872223978,3.73766961828337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30406509320417,0,0,0,0,3.85014760171006,0,0,2.07944154167984,0,0,0,2.56494935746154,0,0,0,1.94591014905531,0,0,3.98898404656427,3.36729582998647,0,2.30258509299405,0,0,0,0,7.60638738977265,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29583686600433,2.77258872223978,0,1.94591014905531,0.693147180559945,4.79579054559674,0,4.00733318523247,0,0,0,0,0,0,2.07944154167984,0.693147180559945,0,0,0,0,0,0,0,0,3.87120101090789,0,0,0,0,3.46573590279973,0,0,2.89037175789616,0,0,3.46573590279973,0,0,0,0,0,3.25809653802148,0,0,0,0.693147180559945,0,"2"
"21241_6_133",0,0,0,0,3.95124371858143,0,0,0,0,0,3.29583686600433,0,2.94443897916644,1.79175946922805,0,0,0,3.78418963391826,3.17805383034795,2.89037175789616,0,0,0,0,0,0,0,4.99043258677874,0,0,0,0,0,0,0,3.46573590279973,0,0,0,1.79175946922805,0,0,0,3.61091791264422,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,3.25809653802148,0,0,0,0,0,4.20469261939097,4.69134788222914,0,0,1.09861228866811,2.83321334405622,0,0,2.99573227355399,0,3.61091791264422,4.30406509320417,0,0,0,2.484906649788,0,0,0,4.60517018598809,0,0,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,3.04452243772342,0,0,0,0,0,0,0,5.09375020080676,1.09861228866811,0,0,0,5.16478597392351,0,3.87120101090789,0,3.36729582998647,0,3.49650756146648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.21950770517611,0,0,2.30258509299405,0,0,2.70805020110221,0,0,3.09104245335832,1.38629436111989,0,0,0,0,0,0,0,0,0,0,2.94443897916644,0,5.4971682252932,0,0,0,0,0,0,0,3.40119738166216,0,0,0,0,0,0,0,0,0,3.55534806148941,0,0,3.85014760171006,0,0,0,1.79175946922805,0,0,0,0,0,4.00733318523247,5.68017260901707,0,0,3.91202300542815,0,0,0,1.09861228866811,0,0,0,3.25809653802148,3.89182029811063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23410650459726,3.36729582998647,4.69134788222914,0,0,0,0,0,3.93182563272433,0,0,0,0,0,0,0,0,0,4.31748811353631,1.09861228866811,2.77258872223978,0,0,0,0,1.09861228866811,0,0,0,0,4.66343909411207,0,0,0,0,0,0,0,3.49650756146648,0,0,2.19722457733622,0,0,0,0,0,0,0,3.85014760171006,0,0,0,0,0,0,0,0,2.89037175789616,0,5.57215403217776,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0,0,0,1.94591014905531,0,3.3322045101752,0,0,0,0,0,0,0,0,0,0,3.58351893845611,0,0,0,0,0,0,0,0,0,0,0,3.71357206670431,1.79175946922805,0,1.79175946922805,0,0,0,3.73766961828337,0,0,0,0,0,0,1.09861228866811,0,0,5.37527840768417,0,0,2.56494935746154,0,0,0,0,5.11198778835654,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,1.09861228866811,0,2.99573227355399,0,0,0,3.17805383034795,2.19722457733622,4.00733318523247,2.56494935746154,0,3.58351893845611,0,0,3.68887945411394,0,0,4.57471097850338,1.6094379124341,0,0,0,0,0,1.38629436111989,0,0,0,0,0,0,0,4.11087386417331,0,0,3.87120101090789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33073334028633,0,0,4.39444915467244,4.59511985013459,4.58496747867057,2.484906649788,0,0,0,0,7.61775957660851,0,0,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,1.09861228866811,4.12713438504509,0,0,0,5.17048399503815,0,0,0,0,0,0,0,0,4.60517018598809,0,0,0,0,0,0,0,0,0,4.06044301054642,0,0,0,0,1.09861228866811,0,0,3.29583686600433,0,0,3.85014760171006,0,0,0,0,0,3.76120011569356,0,0,0,0,0,"2"
"21241_6_147",0,0,0,0,4.06044301054642,0,0,0,0,0,1.79175946922805,0,0,2.484906649788,0,0,0,2.63905732961526,2.56494935746154,4.21950770517611,0,0,0,0,0,0,0,4.12713438504509,0,1.94591014905531,0,0,0,0,0,2.83321334405622,0,0,0,1.38629436111989,2.56494935746154,0,0,4.36944785246702,0,2.70805020110221,0,0,3.36729582998647,0,0,0,0,0,0,0,1.79175946922805,0,0,0,0,0,3.61091791264422,4.78749174278205,1.09861228866811,1.38629436111989,1.38629436111989,3.09104245335832,0,2.19722457733622,5.02388052084628,3.55534806148941,0,4.06044301054642,0,0,0,3.46573590279973,0,0,3.29583686600433,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0,4.8283137373023,1.09861228866811,0,0,0,3.68887945411394,0,4.29045944114839,0.693147180559945,2.63905732961526,0,0,0,0,0,0,0,2.70805020110221,0,0,0,2.19722457733622,0,0,0,0,1.38629436111989,4.23410650459726,0,0,1.94591014905531,0,1.79175946922805,3.46573590279973,3.04452243772342,0,3.91202300542815,2.484906649788,0,0,0,0,0,0,0,0,2.484906649788,0,2.56494935746154,0,4.77068462446567,0,0,0,0,1.79175946922805,0,0,3.55534806148941,0,0,0,0,0,0,0,0,0,0,2.83321334405622,0,2.63905732961526,0,0,0,1.09861228866811,0,0,0,0,0,3.40119738166216,5.87493073085203,0,1.09861228866811,2.484906649788,3.25809653802148,0,0,0,0,0,0,2.19722457733622,4.31748811353631,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20469261939097,3.49650756146648,3.87120101090789,0,0,0,2.70805020110221,0,0,0,0,0,0,2.30258509299405,0,2.89037175789616,0,0,4.31748811353631,0,1.09861228866811,0,0,0,0,0,0,0,0,2.77258872223978,0,0,0,0,0,3.52636052461616,0,4.24849524204936,3.61091791264422,0,2.19722457733622,3.25809653802148,0,0,0,0,0,0,0,4.43081679884331,0,0,0,0,0,0,0,0,3.68887945411394,0,3.98898404656427,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36729582998647,0,0,0,0,0,0,0,0,2.99573227355399,0,3.80666248977032,2.39789527279837,0,0,0,0,0,0,0,0,0,2.56494935746154,0,0,0,2.83321334405622,0,0,0,0,0,0,0,3.49650756146648,2.70805020110221,0,2.89037175789616,0,0,0,3.71357206670431,0,0,0,1.94591014905531,0,1.09861228866811,1.09861228866811,0,0,5.07517381523383,0,0,3.78418963391826,0,0,4.07753744390572,0,6.37161184723186,0,0,0,0,0,0,0,0,0,3.29583686600433,0,0,0,0,0,2.56494935746154,0,2.19722457733622,0,0,0,0,3.95124371858143,0,0,0,3.55534806148941,1.38629436111989,0,4.17438726989564,0,0,4.0943445622221,4.21950770517611,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616,0,0,4.35670882668959,0,0,0,0,4.02535169073515,2.99573227355399,0,3.25809653802148,0,0,0,2.19722457733622,0,0,0,4.72738781871234,0,0,4.67282883446191,4.77912349311153,0,4.29045944114839,0,0,0,0,8.07775756373692,0,0,0,0,0,0,0,0.693147180559945,0,0,0,3.13549421592915,0,0,4.14313472639153,2.99573227355399,0,1.09861228866811,0,4.91998092582813,0,3.8286413964891,1.09861228866811,0,0,0,0,0,2.30258509299405,0,0,0,0,0,0,0,0,2.19722457733622,4.31748811353631,0,0,0,0,2.89037175789616,0,0,3.55534806148941,2.30258509299405,0,3.78418963391826,0,0,0,0,0,3.97029191355212,0,0,0,1.38629436111989,1.94591014905531,"2"
